Date,Vehicle body type,Motive power,Count
2015-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,15
2015-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,210"
2015-08-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,14
2015-08-01T00:00:00.000,Light Vehicle,Petrol,"218,622"
2015-08-01T00:00:00.000,Light Vehicle,Other,173
2015-08-01T00:00:00.000,Light Vehicle,LPG,"1,289"
2015-08-01T00:00:00.000,Light Vehicle,Hybrid,"1,551"
2015-08-01T00:00:00.000,Light Vehicle,Electric,128
2015-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,20
2015-08-01T00:00:00.000,Light Vehicle,Diesel,"37,873"
2015-08-01T00:00:00.000,Light Vehicle,CNG,7
2015-08-01T00:00:00.000,Motorcycle,,16
2015-08-01T00:00:00.000,Motorcycle,Petrol,"10,983"
2015-08-01T00:00:00.000,Motorcycle,Electric,7
2015-08-01T00:00:00.000,Heavy Vehicle,,411
2015-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-08-01T00:00:00.000,Heavy Vehicle,Petrol,23
2015-08-01T00:00:00.000,Heavy Vehicle,Diesel,"2,456"
2015-08-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-08-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-08-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-08-01T00:00:00.000,Light Vehicle,Solar,1
2015-08-01T00:00:00.000,Motorcycle,Other,2
2015-08-01T00:00:00.000,Motorcycle,Diesel,2
2015-08-01T00:00:00.000,Light Vehicle,,"39,326"
2015-08-01T00:00:00.000,Heavy Vehicle,LPG,2
2015-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,15
2015-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,210"
2015-08-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,14
2015-08-01T00:00:00.000,Light Vehicle,Petrol,"218,622"
2015-08-01T00:00:00.000,Light Vehicle,Other,173
2015-08-01T00:00:00.000,Light Vehicle,LPG,"1,289"
2015-08-01T00:00:00.000,Light Vehicle,Hybrid,"1,551"
2015-08-01T00:00:00.000,Light Vehicle,Electric,128
2015-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,20
2015-08-01T00:00:00.000,Light Vehicle,Diesel,"37,873"
2015-08-01T00:00:00.000,Light Vehicle,CNG,7
2015-08-01T00:00:00.000,Motorcycle,,16
2015-08-01T00:00:00.000,Motorcycle,Petrol,"10,983"
2015-08-01T00:00:00.000,Motorcycle,Electric,7
2015-08-01T00:00:00.000,Heavy Vehicle,,411
2015-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-08-01T00:00:00.000,Heavy Vehicle,Petrol,23
2015-08-01T00:00:00.000,Heavy Vehicle,Diesel,"2,456"
2015-08-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-08-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-08-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-08-01T00:00:00.000,Light Vehicle,Solar,1
2015-08-01T00:00:00.000,Motorcycle,Other,2
2015-08-01T00:00:00.000,Motorcycle,Diesel,2
2015-08-01T00:00:00.000,Light Vehicle,,"39,326"
2015-09-01T00:00:00.000,Heavy Vehicle,LPG,2
2015-09-01T00:00:00.000,Light Vehicle,,"39,481"
2015-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,17
2015-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,172"
2015-09-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,12
2015-09-01T00:00:00.000,Light Vehicle,Petrol,"218,615"
2015-09-01T00:00:00.000,Light Vehicle,Other,173
2015-09-01T00:00:00.000,Light Vehicle,LPG,"1,294"
2015-09-01T00:00:00.000,Light Vehicle,Hybrid,"1,569"
2015-09-01T00:00:00.000,Light Vehicle,Electric,137
2015-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-09-01T00:00:00.000,Light Vehicle,Diesel,"38,252"
2015-09-01T00:00:00.000,Light Vehicle,CNG,7
2015-09-01T00:00:00.000,Motorcycle,,16
2015-09-01T00:00:00.000,Motorcycle,Petrol,"11,579"
2015-09-01T00:00:00.000,Motorcycle,Electric,7
2015-09-01T00:00:00.000,Heavy Vehicle,,421
2015-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-09-01T00:00:00.000,Heavy Vehicle,Petrol,24
2015-09-01T00:00:00.000,Heavy Vehicle,Diesel,"2,438"
2015-09-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-09-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-09-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-09-01T00:00:00.000,Light Vehicle,Solar,1
2015-09-01T00:00:00.000,Motorcycle,Diesel,1
2015-09-01T00:00:00.000,Motorcycle,Other,2
2015-09-01T00:00:00.000,Heavy Vehicle,LPG,2
2015-09-01T00:00:00.000,Light Vehicle,,"39,481"
2015-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,17
2015-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,172"
2015-09-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,12
2015-09-01T00:00:00.000,Light Vehicle,Petrol,"218,615"
2015-09-01T00:00:00.000,Light Vehicle,Other,173
2015-09-01T00:00:00.000,Light Vehicle,LPG,"1,294"
2015-09-01T00:00:00.000,Light Vehicle,Hybrid,"1,569"
2015-09-01T00:00:00.000,Light Vehicle,Electric,137
2015-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-09-01T00:00:00.000,Light Vehicle,Diesel,"38,252"
2015-09-01T00:00:00.000,Light Vehicle,CNG,7
2015-09-01T00:00:00.000,Motorcycle,,16
2015-09-01T00:00:00.000,Motorcycle,Petrol,"11,579"
2015-09-01T00:00:00.000,Motorcycle,Electric,7
2015-09-01T00:00:00.000,Heavy Vehicle,,421
2015-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-09-01T00:00:00.000,Heavy Vehicle,Petrol,24
2015-09-01T00:00:00.000,Heavy Vehicle,Diesel,"2,438"
2015-09-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-09-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-09-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-09-01T00:00:00.000,Light Vehicle,Solar,1
2015-09-01T00:00:00.000,Motorcycle,Diesel,1
2015-09-01T00:00:00.000,Motorcycle,Other,2
2015-10-01T00:00:00.000,Heavy Vehicle,,415
2015-10-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,13
2015-10-01T00:00:00.000,Light Vehicle,Petrol,"218,330"
2015-10-01T00:00:00.000,Light Vehicle,Other,166
2015-10-01T00:00:00.000,Light Vehicle,LPG,"1,274"
2015-10-01T00:00:00.000,Light Vehicle,Hybrid,"1,594"
2015-10-01T00:00:00.000,Light Vehicle,Electric,141
2015-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2015-10-01T00:00:00.000,Light Vehicle,Diesel,"38,447"
2015-10-01T00:00:00.000,Light Vehicle,CNG,7
2015-10-01T00:00:00.000,Motorcycle,,16
2015-10-01T00:00:00.000,Motorcycle,Petrol,"12,144"
2015-10-01T00:00:00.000,Motorcycle,Electric,7
2015-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,138"
2015-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-10-01T00:00:00.000,Heavy Vehicle,Petrol,25
2015-10-01T00:00:00.000,Heavy Vehicle,Diesel,"2,442"
2015-10-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-10-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-10-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-10-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-10-01T00:00:00.000,Light Vehicle,Solar,1
2015-10-01T00:00:00.000,Light Vehicle,,"39,516"
2015-10-01T00:00:00.000,Motorcycle,Diesel,1
2015-10-01T00:00:00.000,Motorcycle,Other,2
2015-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,17
2015-10-01T00:00:00.000,Heavy Vehicle,,415
2015-10-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,13
2015-10-01T00:00:00.000,Light Vehicle,Petrol,"218,330"
2015-10-01T00:00:00.000,Light Vehicle,Other,166
2015-10-01T00:00:00.000,Light Vehicle,LPG,"1,274"
2015-10-01T00:00:00.000,Light Vehicle,Hybrid,"1,594"
2015-10-01T00:00:00.000,Light Vehicle,Electric,141
2015-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2015-10-01T00:00:00.000,Light Vehicle,Diesel,"38,447"
2015-10-01T00:00:00.000,Light Vehicle,CNG,7
2015-10-01T00:00:00.000,Motorcycle,,16
2015-10-01T00:00:00.000,Motorcycle,Petrol,"12,144"
2015-10-01T00:00:00.000,Motorcycle,Electric,7
2015-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,138"
2015-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-10-01T00:00:00.000,Heavy Vehicle,Petrol,25
2015-10-01T00:00:00.000,Heavy Vehicle,Diesel,"2,442"
2015-10-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-10-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-10-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-10-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-10-01T00:00:00.000,Light Vehicle,Solar,1
2015-10-01T00:00:00.000,Light Vehicle,,"39,516"
2015-10-01T00:00:00.000,Motorcycle,Diesel,1
2015-10-01T00:00:00.000,Motorcycle,Other,2
2015-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,17
2015-11-01T00:00:00.000,Light Vehicle,LPG,"1,265"
2015-11-01T00:00:00.000,Light Vehicle,,"39,569"
2015-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,17
2015-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,119"
2015-11-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,9
2015-11-01T00:00:00.000,Light Vehicle,Petrol,"218,674"
2015-11-01T00:00:00.000,Light Vehicle,Other,168
2015-11-01T00:00:00.000,Light Vehicle,Hybrid,"1,603"
2015-11-01T00:00:00.000,Light Vehicle,Electric,147
2015-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-11-01T00:00:00.000,Light Vehicle,Diesel,"38,829"
2015-11-01T00:00:00.000,Light Vehicle,CNG,7
2015-11-01T00:00:00.000,Motorcycle,,16
2015-11-01T00:00:00.000,Motorcycle,Petrol,"12,393"
2015-11-01T00:00:00.000,Motorcycle,Electric,7
2015-11-01T00:00:00.000,Heavy Vehicle,,421
2015-11-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-11-01T00:00:00.000,Heavy Vehicle,Petrol,26
2015-11-01T00:00:00.000,Heavy Vehicle,Diesel,"2,450"
2015-11-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-11-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-11-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-11-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-11-01T00:00:00.000,Light Vehicle,Solar,1
2015-11-01T00:00:00.000,Motorcycle,Other,1
2015-11-01T00:00:00.000,Motorcycle,Diesel,1
2015-11-01T00:00:00.000,Light Vehicle,LPG,"1,265"
2015-11-01T00:00:00.000,Light Vehicle,,"39,569"
2015-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,17
2015-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,119"
2015-11-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,9
2015-11-01T00:00:00.000,Light Vehicle,Petrol,"218,674"
2015-11-01T00:00:00.000,Light Vehicle,Other,168
2015-11-01T00:00:00.000,Light Vehicle,Hybrid,"1,603"
2015-11-01T00:00:00.000,Light Vehicle,Electric,147
2015-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-11-01T00:00:00.000,Light Vehicle,Diesel,"38,829"
2015-11-01T00:00:00.000,Light Vehicle,CNG,7
2015-11-01T00:00:00.000,Motorcycle,,16
2015-11-01T00:00:00.000,Motorcycle,Petrol,"12,393"
2015-11-01T00:00:00.000,Motorcycle,Electric,7
2015-11-01T00:00:00.000,Heavy Vehicle,,421
2015-11-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-11-01T00:00:00.000,Heavy Vehicle,Petrol,26
2015-11-01T00:00:00.000,Heavy Vehicle,Diesel,"2,450"
2015-11-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-11-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-11-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-11-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-11-01T00:00:00.000,Light Vehicle,Solar,1
2015-11-01T00:00:00.000,Motorcycle,Other,1
2015-11-01T00:00:00.000,Motorcycle,Diesel,1
2015-12-01T00:00:00.000,Light Vehicle,,"39,624"
2015-12-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,19
2015-12-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,086"
2015-12-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,9
2015-12-01T00:00:00.000,Light Vehicle,Petrol,"219,006"
2015-12-01T00:00:00.000,Light Vehicle,Other,169
2015-12-01T00:00:00.000,Light Vehicle,LPG,"1,250"
2015-12-01T00:00:00.000,Light Vehicle,Hybrid,"1,625"
2015-12-01T00:00:00.000,Light Vehicle,Electric,160
2015-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-12-01T00:00:00.000,Light Vehicle,Diesel,"39,243"
2015-12-01T00:00:00.000,Light Vehicle,CNG,7
2015-12-01T00:00:00.000,Motorcycle,,12
2015-12-01T00:00:00.000,Motorcycle,Petrol,"12,523"
2015-12-01T00:00:00.000,Motorcycle,Electric,7
2015-12-01T00:00:00.000,Heavy Vehicle,,423
2015-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-12-01T00:00:00.000,Heavy Vehicle,Petrol,26
2015-12-01T00:00:00.000,Heavy Vehicle,Diesel,"2,449"
2015-12-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-12-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-12-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-12-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-12-01T00:00:00.000,Light Vehicle,Solar,1
2015-12-01T00:00:00.000,Motorcycle,Other,1
2015-12-01T00:00:00.000,Light Vehicle,,"39,624"
2015-12-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,19
2015-12-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,086"
2015-12-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,9
2015-12-01T00:00:00.000,Light Vehicle,Petrol,"219,006"
2015-12-01T00:00:00.000,Light Vehicle,Other,169
2015-12-01T00:00:00.000,Light Vehicle,LPG,"1,250"
2015-12-01T00:00:00.000,Light Vehicle,Hybrid,"1,625"
2015-12-01T00:00:00.000,Light Vehicle,Electric,160
2015-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-12-01T00:00:00.000,Light Vehicle,Diesel,"39,243"
2015-12-01T00:00:00.000,Light Vehicle,CNG,7
2015-12-01T00:00:00.000,Motorcycle,,12
2015-12-01T00:00:00.000,Motorcycle,Petrol,"12,523"
2015-12-01T00:00:00.000,Motorcycle,Electric,7
2015-12-01T00:00:00.000,Heavy Vehicle,,423
2015-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-12-01T00:00:00.000,Heavy Vehicle,Petrol,26
2015-12-01T00:00:00.000,Heavy Vehicle,Diesel,"2,449"
2015-12-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-12-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-12-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-12-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-12-01T00:00:00.000,Light Vehicle,Solar,1
2015-12-01T00:00:00.000,Motorcycle,Other,1
2016-01-01T00:00:00.000,Motorcycle,,15
2016-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,19
2016-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,058"
2016-01-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,7
2016-01-01T00:00:00.000,Light Vehicle,Petrol,"219,116"
2016-01-01T00:00:00.000,Light Vehicle,Other,167
2016-01-01T00:00:00.000,Light Vehicle,LPG,"1,239"
2016-01-01T00:00:00.000,Light Vehicle,Hybrid,"1,656"
2016-01-01T00:00:00.000,Light Vehicle,Electric,162
2016-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2016-01-01T00:00:00.000,Light Vehicle,Diesel,"39,532"
2016-01-01T00:00:00.000,Light Vehicle,CNG,7
2016-01-01T00:00:00.000,Light Vehicle,,"39,742"
2016-01-01T00:00:00.000,Motorcycle,Petrol,"12,519"
2016-01-01T00:00:00.000,Motorcycle,Electric,7
2016-01-01T00:00:00.000,Heavy Vehicle,,421
2016-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-01-01T00:00:00.000,Heavy Vehicle,Petrol,28
2016-01-01T00:00:00.000,Heavy Vehicle,Diesel,"2,456"
2016-01-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-01-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-01-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-01-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-01-01T00:00:00.000,Light Vehicle,Solar,1
2016-01-01T00:00:00.000,Motorcycle,Other,2
2016-01-01T00:00:00.000,Motorcycle,,15
2016-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,19
2016-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,058"
2016-01-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,7
2016-01-01T00:00:00.000,Light Vehicle,Petrol,"219,116"
2016-01-01T00:00:00.000,Light Vehicle,Other,167
2016-01-01T00:00:00.000,Light Vehicle,LPG,"1,239"
2016-01-01T00:00:00.000,Light Vehicle,Hybrid,"1,656"
2016-01-01T00:00:00.000,Light Vehicle,Electric,162
2016-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2016-01-01T00:00:00.000,Light Vehicle,Diesel,"39,532"
2016-01-01T00:00:00.000,Light Vehicle,CNG,7
2016-01-01T00:00:00.000,Light Vehicle,,"39,742"
2016-01-01T00:00:00.000,Motorcycle,Petrol,"12,519"
2016-01-01T00:00:00.000,Motorcycle,Electric,7
2016-01-01T00:00:00.000,Heavy Vehicle,,421
2016-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-01-01T00:00:00.000,Heavy Vehicle,Petrol,28
2016-01-01T00:00:00.000,Heavy Vehicle,Diesel,"2,456"
2016-01-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-01-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-01-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-01-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-01-01T00:00:00.000,Light Vehicle,Solar,1
2016-01-01T00:00:00.000,Motorcycle,Other,2
2016-02-01T00:00:00.000,Motorcycle,,16
2016-02-01T00:00:00.000,Light Vehicle,,"39,822"
2016-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,23
2016-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,040"
2016-02-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,6
2016-02-01T00:00:00.000,Light Vehicle,Petrol,"219,340"
2016-02-01T00:00:00.000,Light Vehicle,Other,165
2016-02-01T00:00:00.000,Light Vehicle,LPG,"1,253"
2016-02-01T00:00:00.000,Light Vehicle,Hybrid,"1,679"
2016-02-01T00:00:00.000,Light Vehicle,Electric,164
2016-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,23
2016-02-01T00:00:00.000,Light Vehicle,Diesel,"39,943"
2016-02-01T00:00:00.000,Light Vehicle,CNG,6
2016-02-01T00:00:00.000,Motorcycle,Petrol,"12,696"
2016-02-01T00:00:00.000,Motorcycle,Electric,7
2016-02-01T00:00:00.000,Heavy Vehicle,,421
2016-02-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-02-01T00:00:00.000,Heavy Vehicle,Petrol,29
2016-02-01T00:00:00.000,Heavy Vehicle,Diesel,"2,460"
2016-02-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-02-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-02-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-02-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-02-01T00:00:00.000,Motorcycle,Diesel,1
2016-02-01T00:00:00.000,Motorcycle,Other,2
2016-02-01T00:00:00.000,Light Vehicle,Solar,2
2016-02-01T00:00:00.000,Motorcycle,,16
2016-02-01T00:00:00.000,Light Vehicle,,"39,822"
2016-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,23
2016-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,040"
2016-02-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,6
2016-02-01T00:00:00.000,Light Vehicle,Petrol,"219,340"
2016-02-01T00:00:00.000,Light Vehicle,Other,165
2016-02-01T00:00:00.000,Light Vehicle,LPG,"1,253"
2016-02-01T00:00:00.000,Light Vehicle,Hybrid,"1,679"
2016-02-01T00:00:00.000,Light Vehicle,Electric,164
2016-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,23
2016-02-01T00:00:00.000,Light Vehicle,Diesel,"39,943"
2016-02-01T00:00:00.000,Light Vehicle,CNG,6
2016-02-01T00:00:00.000,Motorcycle,Petrol,"12,696"
2016-02-01T00:00:00.000,Motorcycle,Electric,7
2016-02-01T00:00:00.000,Heavy Vehicle,,421
2016-02-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-02-01T00:00:00.000,Heavy Vehicle,Petrol,29
2016-02-01T00:00:00.000,Heavy Vehicle,Diesel,"2,460"
2016-02-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-02-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-02-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-02-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-02-01T00:00:00.000,Motorcycle,Diesel,1
2016-02-01T00:00:00.000,Motorcycle,Other,2
2016-02-01T00:00:00.000,Light Vehicle,Solar,2
2016-03-01T00:00:00.000,Light Vehicle,,"39,726"
2016-03-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,23
2016-03-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,025"
2016-03-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,5
2016-03-01T00:00:00.000,Light Vehicle,Petrol,"219,661"
2016-03-01T00:00:00.000,Light Vehicle,Other,167
2016-03-01T00:00:00.000,Light Vehicle,LPG,"1,244"
2016-03-01T00:00:00.000,Light Vehicle,Hybrid,"1,704"
2016-03-01T00:00:00.000,Light Vehicle,Electric,170
2016-03-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2016-03-01T00:00:00.000,Light Vehicle,Diesel,"40,353"
2016-03-01T00:00:00.000,Light Vehicle,CNG,6
2016-03-01T00:00:00.000,Motorcycle,,17
2016-03-01T00:00:00.000,Motorcycle,Petrol,"12,504"
2016-03-01T00:00:00.000,Motorcycle,Electric,7
2016-03-01T00:00:00.000,Heavy Vehicle,,420
2016-03-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-03-01T00:00:00.000,Heavy Vehicle,Petrol,29
2016-03-01T00:00:00.000,Heavy Vehicle,Diesel,"2,459"
2016-03-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-03-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-03-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-03-01T00:00:00.000,Heavy Vehicle,Electric,4
2016-03-01T00:00:00.000,Motorcycle,Other,2
2016-03-01T00:00:00.000,Motorcycle,Diesel,2
2016-03-01T00:00:00.000,Light Vehicle,Solar,2
2016-03-01T00:00:00.000,Light Vehicle,,"39,726"
2016-03-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,23
2016-03-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,025"
2016-03-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,5
2016-03-01T00:00:00.000,Light Vehicle,Petrol,"219,661"
2016-03-01T00:00:00.000,Light Vehicle,Other,167
2016-03-01T00:00:00.000,Light Vehicle,LPG,"1,244"
2016-03-01T00:00:00.000,Light Vehicle,Hybrid,"1,704"
2016-03-01T00:00:00.000,Light Vehicle,Electric,170
2016-03-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2016-03-01T00:00:00.000,Light Vehicle,Diesel,"40,353"
2016-03-01T00:00:00.000,Light Vehicle,CNG,6
2016-03-01T00:00:00.000,Motorcycle,,17
2016-03-01T00:00:00.000,Motorcycle,Petrol,"12,504"
2016-03-01T00:00:00.000,Motorcycle,Electric,7
2016-03-01T00:00:00.000,Heavy Vehicle,,420
2016-03-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-03-01T00:00:00.000,Heavy Vehicle,Petrol,29
2016-03-01T00:00:00.000,Heavy Vehicle,Diesel,"2,459"
2016-03-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-03-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-03-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-03-01T00:00:00.000,Heavy Vehicle,Electric,4
2016-03-01T00:00:00.000,Motorcycle,Other,2
2016-03-01T00:00:00.000,Motorcycle,Diesel,2
2016-03-01T00:00:00.000,Light Vehicle,Solar,2
2016-04-01T00:00:00.000,Motorcycle,Petrol,"12,100"
2016-04-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,983"
2016-04-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,5
2016-04-01T00:00:00.000,Light Vehicle,Petrol,"218,892"
2016-04-01T00:00:00.000,Light Vehicle,Other,166
2016-04-01T00:00:00.000,Light Vehicle,LPG,"1,224"
2016-04-01T00:00:00.000,Light Vehicle,Hybrid,"1,728"
2016-04-01T00:00:00.000,Light Vehicle,Electric,172
2016-04-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,19
2016-04-01T00:00:00.000,Light Vehicle,Diesel,"40,606"
2016-04-01T00:00:00.000,Light Vehicle,CNG,6
2016-04-01T00:00:00.000,Motorcycle,,17
2016-04-01T00:00:00.000,Light Vehicle,,"39,604"
2016-04-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,24
2016-04-01T00:00:00.000,Motorcycle,Electric,7
2016-04-01T00:00:00.000,Heavy Vehicle,,426
2016-04-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-04-01T00:00:00.000,Heavy Vehicle,Petrol,28
2016-04-01T00:00:00.000,Heavy Vehicle,Diesel,"2,440"
2016-04-01T00:00:00.000,Heavy Vehicle,CNG,73
